
"lon","lat"
-3.7037902,40.4167754
-2.2273002,53.013208
-82.907123,40.4172871
-1.383801,54.906869
-3.17909,51.481581
-121.9623751,37.2358078
-104.990251,39.7392358
-79.0192997,35.7595731
-95.2436762,37.5656695
-95.266826,36.249758
-122.7140548,38.440429
42.5509603,29.2985278
-119.4179324,36.778261
-124.0595429,44.6313876
-57.6604364,53.1355091
-88.7878678,43.7844397
-85.6602058,30.1588129
47.9688359,29.3128217
-123.3283925,42.4390069
-71.0588801,42.3600825
-81.5157535,27.6648274
-112.3679279,33.6292337
-87.6297982,41.8781136
-81.7948103,26.1420358
-90.0715323,29.9510658
105.8341598,21.0277644
-82.9987942,39.9611755
-90.0715323,29.9510658
-123.109285,49.282519
25.7481511,61.92411
151.6676377,-30.2168387
-69.4454689,45.253783
-104.990251,39.7392358
-82.5514869,35.5950581
138.252924,36.204824
-71.0588305,42.3600709
144.9630576,-37.8136276
-80.1917902,25.7616798
-82.3248262,29.6516344
-119.4179324,36.778261
-77.0368707,38.9071923
-95.3698028,29.7604267
141.4539396,-31.9539135
-80.244216,36.0998596
-88.0118473,41.7435073
-121.4943996,38.5815719
-77.8868117,34.2103894
-93.557276,47.307158
-74.297333,4.570868
-82.5514869,35.5950581
-111.6585337,40.2338438
-78.792272,42.9790067
-77.0368707,38.9071923
-74.0059728,40.7127753
-77.0947092,38.984652
-74.4056612,40.0583238
-77.0368707,38.9071923
-149.0729714,62.4113634
-91.9698742,36.9922768
-81.6326234,38.3498195
-75.5276699,38.9108325
-104.448277,50.172002
-74.4056612,40.0583238
-121.8746789,37.6624312
-87.6297982,41.8781136
-46.6333094,-23.5505199
-111.9400054,33.4255104
-95.266826,36.249758
-121.2880059,38.7521235
-0.1277583,51.5073509
-121.822098,36.6149217
-80.6698286,32.4315813
-74.0824545,40.7199598
-80.8431267,35.2270869
-0.3762881,39.4699075
-73.8205567,45.4895636
-97.2242659,37.7217612
-0.1277583,51.5073509
-0.1058058,51.5465063
-119.4179324,36.778261
-116.419389,38.8026097
-95.1902986,30.0575359
-74.2401609,40.8298006
-84.5120196,39.1031182
10.5267696,52.2688736
-79.3831843,43.653226
-88.0132958,44.5133188
-119.4179324,36.778261
-96.7969879,32.7766642
-77.0368707,38.9071923
-95.712891,37.09024
-96.7969879,32.7766642
-0.1277583,51.5073509
-0.1277583,51.5073509
5.5796662,50.6325574
-74.0059728,40.7127753
-95.266826,36.249758
-71.0772796,42.7762015
-95.712891,37.09024
-95.266826,36.249758
-79.3831843,43.653226
-117.8265049,33.6845673
-95.266826,36.249758
-75.1652215,39.9525839
-95.266826,36.249758
-94.3413168,34.0378916
-84.2135309,33.9412127
-100.113952,76.2505778
-98.4842465,39.011902
-122.3320708,47.6062095
-110.7624282,43.4799291
-122.6587185,45.5122308
-95.712891,37.09024
-77.0368707,38.9071923
90.392784,23.7339937
-79.1943561,43.7623168
-71.1097335,42.3736158
-80.8431267,35.2270869
-2.0809891,53.4805828
-85.6023643,44.3148443
-96.3699632,30.6743643
-78.6568942,37.4315734
-94.6707917,38.9822282
31.2357116,30.0444196
-74.0059728,40.7127753
-115.1398296,36.1699412
-88.703656,32.3643098
-79.3831843,43.653226
-115.1398296,36.1699412
-81.5157535,27.6648274
-95.712891,37.09024
8.541694,47.3768866
-122.6587185,45.5122308
-104.990251,39.7392358
-92.3340724,38.9517053
-79.1096901,40.6850762
-82.5306527,27.3364347
90.4125181,23.810332
-72.9223431,41.3163244
-77.0909809,38.8816208
8.675277,9.081999
-117.1892078,34.2483396
-74.4056612,40.0583238
73.22068,3.202778
-77.0368707,38.9071923
-121.3716178,38.4087993
73.22068,3.202778
-115.2837585,30.8406338
-113.4909267,53.544389
-87.6297982,41.8781136
-76.727745,39.9625984
-99.9018131,31.9685988
-71.0588801,42.3600825
-121.4943996,38.5815719
-73.9441579,40.6781784
-121.8863286,37.3382082
-86.8688899,35.9250637
-123.0724139,49.3199816
-73.9441579,40.6781784
-3.435973,55.378051
-89.1289728,41.3275349
-79.8711024,43.2557206
-89.3985283,40.6331249
-82.907123,40.4172871
-118.2436849,34.0522342
-76.8867008,40.2731911
12.4963655,41.9027835
-118.2436849,34.0522342
-75.1652215,39.9525839
-77.6930602,43.2097837
-82.9987942,39.9611755
-95.712891,37.09024
-74.4056612,40.0583238
-75.4007058,39.9868904
-74.0059728,40.7127753
-83.0457538,42.331427
-71.0588801,42.3600825
11.102228,43.8777049
-110.2772856,31.5455001
-2.58791,51.454513
-99.0931317,35.0295009
-95.712891,37.09024
-88.7878678,43.7844397
-94.145075,36.107179
-74.4056612,40.0583238
-6.2603097,53.3498053
-87.8445119,42.1711365
4.469936,50.503887
-82.5306527,27.3364347
-87.3952109,46.5374764
103.819836,1.352083
24.9383791,60.1698557
-3.435973,55.378051
106.845599,-6.2087634
-75.6971931,45.4215296
-76.8867008,40.2731911
-9.1393366,38.7222524
-74.0059728,40.7127753
-82.5514869,35.5950581
-0.1277583,51.5073509
-0.0909852,51.5123443
-0.1240702,51.4880192
-0.1240702,51.4880192
-0.1240702,51.4880192
-1.1743197,52.3555177
18.0685808,59.3293235
-79.3831843,43.653226
-0.1277583,51.5073509
153.4,-28.016667
-5.93012,54.597285
-0.1277583,51.5073509
77.5945627,12.9715987
-95.712891,37.09024
-3.435973,55.378051
-95.712891,37.09024
-86.5804473,35.5174913
-63.5752387,44.6487635
-81.9320482,34.9495672
-0.643582,52.912524
-79.0192997,35.7595731
-0.1277583,51.5073509
5.559064,50.5830803
-114.7420408,44.0682019
5.291266,52.132633
77.3177894,28.4089123
1.0789089,51.280233
-74.0036743,40.6554434
-2.2426305,53.4807593
139.8044788,35.7756644
-51.92528,-14.235004
-0.4906855,38.3459963
-121.9971441,37.8215443
